@relation WallFollowingRobotNavigation_4

@attribute SD_front numeric
@attribute SD_left numeric
@attribute SD_right numeric
@attribute SD_back numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
1.472,0.486,1.773,1.168,SlightRightTurn
1.072,0.486,1.773,1.169,SlightRightTurn
1.471,0.486,1.982,1.170,SlightRightTurn
1.471,0.486,1.774,1.170,SlightRightTurn
1.471,0.486,1.774,1.170,SlightRightTurn
1.471,0.486,1.774,1.170,SlightRightTurn
1.470,0.486,1.774,1.170,SlightRightTurn
1.470,0.485,1.771,1.170,SlightRightTurn
1.470,0.485,1.774,1.171,SlightRightTurn
1.468,0.486,1.778,1.172,SlightRightTurn
1.466,0.486,1.775,1.165,SlightRightTurn
1.462,0.486,1.777,1.169,SlightRightTurn
1.458,0.486,1.775,1.182,SlightRightTurn
1.452,0.487,1.777,1.188,SlightRightTurn
1.445,0.488,1.776,1.117,SlightRightTurn
1.437,0.488,1.778,1.127,SlightRightTurn
1.425,0.490,1.780,0.587,SlightRightTurn
1.417,0.491,1.782,0.587,SlightRightTurn
1.412,0.493,1.784,0.581,SlightRightTurn
1.404,0.494,1.789,0.578,SlightRightTurn
1.393,0.496,1.792,0.584,MoveForward
1.385,0.497,1.933,1.044,MoveForward
1.377,0.498,1.843,1.056,MoveForward
1.369,0.500,1.845,1.106,MoveForward
1.363,0.502,1.850,1.120,MoveForward
1.353,0.505,1.848,1.132,MoveForward
1.342,0.509,1.850,1.112,MoveForward
1.330,0.513,1.669,1.332,MoveForward
1.318,0.518,1.678,1.348,MoveForward
1.305,0.523,1.697,1.131,MoveForward
1.293,0.529,1.714,0.937,MoveForward
1.280,0.534,1.732,0.953,MoveForward
1.267,0.540,1.754,0.971,MoveForward
1.252,0.546,1.772,0.979,MoveForward
1.233,0.552,1.790,1.003,MoveForward
1.217,0.558,1.903,1.024,MoveForward
1.199,0.564,1.903,1.055,MoveForward
1.179,0.570,2.040,1.512,MoveForward
1.160,0.576,3.117,1.532,MoveForward
1.141,0.583,3.111,1.551,MoveForward
1.122,0.589,3.106,1.571,MoveForward
1.101,0.595,3.101,1.588,MoveForward
1.085,0.601,3.095,1.611,MoveForward
1.065,0.607,3.090,1.628,MoveForward
1.045,0.613,3.084,1.648,MoveForward
1.026,0.619,3.079,1.671,MoveForward
1.008,0.625,3.074,1.689,MoveForward
0.989,0.630,3.068,1.708,MoveForward
0.971,0.632,3.063,1.727,MoveForward
0.952,0.631,3.058,1.746,MoveForward
0.934,0.634,3.052,1.766,MoveForward
0.879,0.637,3.047,1.785,SharpRightTurn
0.857,0.640,3.041,1.298,SharpRightTurn
0.835,0.644,3.036,1.824,SharpRightTurn
0.816,0.649,3.030,1.844,SharpRightTurn
0.794,0.653,3.025,1.601,SharpRightTurn
0.776,0.661,3.021,1.882,SharpRightTurn
0.762,0.660,3.017,1.274,SharpRightTurn
0.756,0.658,3.018,1.712,SharpRightTurn
0.757,0.652,3.019,0.747,SharpRightTurn
0.760,0.651,3.021,0.745,SharpRightTurn
0.761,0.650,3.018,1.698,SharpRightTurn
0.761,0.650,3.018,1.624,SharpRightTurn
0.760,0.649,3.019,1.702,SharpRightTurn
0.763,0.649,3.019,1.625,SharpRightTurn
0.763,0.648,3.020,1.624,SharpRightTurn
0.767,0.648,2.320,0.739,SharpRightTurn
0.770,0.647,2.324,0.738,SharpRightTurn
1.461,0.646,2.321,0.736,MoveForward
1.461,0.646,2.267,0.738,MoveForward
1.462,0.644,2.268,0.742,MoveForward
1.036,0.644,2.152,0.739,MoveForward
1.035,0.644,2.149,0.736,MoveForward
1.034,0.645,2.150,0.740,MoveForward
1.032,0.646,2.153,0.744,MoveForward
1.031,0.648,2.271,1.909,MoveForward
1.023,0.651,2.275,1.642,MoveForward
1.018,0.656,2.273,0.987,MoveForward
1.012,0.661,2.281,0.750,MoveForward
1.002,0.667,2.250,1.013,MoveForward
0.998,0.674,2.998,1.015,MoveForward
0.989,0.685,2.294,1.991,MoveForward
0.981,0.693,2.983,2.006,MoveForward
0.664,0.702,2.972,2.024,SharpRightTurn
0.641,0.710,2.964,1.092,SharpRightTurn
0.619,0.718,2.956,1.559,SharpRightTurn
0.602,0.724,2.948,2.082,SharpRightTurn
0.586,0.732,2.940,2.104,SharpRightTurn
0.569,0.736,2.933,2.119,SharpRightTurn
0.558,0.737,2.926,1.578,SharpRightTurn
0.548,0.740,2.924,1.553,SharpRightTurn
0.544,0.738,2.925,1.556,SharpRightTurn
0.545,0.736,2.928,1.090,SharpRightTurn
0.549,0.735,2.929,5.000,SharpRightTurn
0.550,0.735,2.930,1.084,SharpRightTurn
0.550,0.735,2.929,1.084,SharpRightTurn
0.549,0.732,2.930,1.091,SharpRightTurn
0.553,0.734,2.931,5.000,SharpRightTurn
1.011,0.733,2.932,1.419,MoveForward
1.012,0.732,2.932,5.000,MoveForward
1.015,0.732,2.933,5.000,MoveForward
1.014,0.731,2.933,1.704,MoveForward
1.023,0.732,2.933,1.704,MoveForward
1.015,0.732,2.931,1.704,MoveForward
1.009,0.733,2.930,1.705,MoveForward
1.005,0.734,2.927,1.706,MoveForward
1.002,0.736,2.923,1.707,MoveForward
0.990,0.736,2.918,5.000,MoveForward
0.976,0.736,2.911,5.000,MoveForward
0.964,0.738,2.903,1.414,MoveForward
0.951,0.739,2.895,1.423,MoveForward
0.943,0.742,2.886,1.429,MoveForward
0.948,0.741,2.876,0.858,MoveForward
0.936,0.738,2.866,0.854,MoveForward
0.886,0.735,2.856,0.858,SharpRightTurn
0.867,0.735,2.846,0.894,SharpRightTurn
0.847,0.734,2.835,5.000,SharpRightTurn
0.831,0.739,2.825,0.904,SharpRightTurn
0.813,0.741,2.816,5.000,SharpRightTurn
0.799,0.746,2.806,1.141,SharpRightTurn
0.787,0.753,2.798,0.903,SharpRightTurn
0.777,0.856,2.792,0.920,SharpRightTurn
0.774,0.854,2.792,0.894,SharpRightTurn
0.775,0.850,2.794,0.887,SharpRightTurn
0.776,0.850,2.792,0.886,SharpRightTurn
0.776,0.849,2.796,0.885,SharpRightTurn
0.776,0.849,2.793,0.885,SharpRightTurn
0.776,0.755,2.794,0.884,SharpRightTurn
0.776,0.750,2.794,0.886,SharpRightTurn
0.775,0.749,2.795,0.885,SharpRightTurn
0.775,0.746,2.144,5.000,SharpRightTurn
0.775,0.745,2.144,5.000,SharpRightTurn
0.775,0.744,2.145,4.313,SharpRightTurn
0.774,0.740,2.143,4.296,SharpRightTurn
0.774,0.738,2.144,4.300,SharpRightTurn
0.774,0.736,2.148,0.899,SharpRightTurn
0.773,0.731,2.806,0.871,SharpRightTurn
0.776,0.732,2.154,0.861,SharpRightTurn
0.776,0.730,2.816,0.859,SharpRightTurn
0.786,0.732,2.647,0.852,SharpRightTurn
0.786,0.372,2.640,0.850,SharpRightTurn
0.775,0.363,2.163,0.847,SharpRightTurn
0.775,0.360,2.161,0.845,SharpRightTurn
0.775,0.355,2.163,0.847,SharpRightTurn
0.778,0.356,2.655,0.842,SharpRightTurn
0.781,0.354,2.839,0.837,SharpRightTurn
0.784,0.735,2.646,0.835,SharpRightTurn
0.804,0.732,2.643,0.830,SharpRightTurn
1.826,0.778,2.644,0.828,MoveForward
1.820,0.349,2.645,0.826,SlightRightTurn
1.817,0.342,2.643,0.825,SlightRightTurn
1.819,0.340,2.181,0.825,SlightRightTurn
1.819,0.340,2.177,0.825,SlightRightTurn
1.818,0.341,2.180,0.826,SlightRightTurn
1.818,0.341,2.183,0.826,SlightRightTurn
1.818,0.341,2.180,0.826,SlightRightTurn
1.818,0.341,2.180,0.827,SlightRightTurn
1.818,0.341,2.180,0.827,SlightRightTurn
1.817,0.341,2.180,0.827,SlightRightTurn
1.817,0.341,2.180,0.827,SlightRightTurn
1.818,0.341,2.180,0.827,SlightRightTurn
1.817,0.340,2.180,0.827,SlightRightTurn
1.816,0.340,2.180,0.828,SlightRightTurn
1.813,0.340,2.179,0.830,SlightRightTurn
1.809,0.341,2.178,0.835,SlightRightTurn
0.950,0.341,2.177,0.839,SlightRightTurn
0.941,0.345,2.174,0.846,SlightRightTurn
0.928,0.356,2.662,0.854,SlightRightTurn
0.921,0.740,2.662,0.865,MoveForward
0.914,0.740,2.669,0.871,MoveForward
0.906,0.734,2.174,0.880,MoveForward
0.905,0.727,2.168,0.869,MoveForward
2.751,0.723,2.163,0.872,MoveForward
2.739,0.355,2.156,0.880,SlightRightTurn
2.726,0.355,2.151,0.888,SlightRightTurn
2.711,0.361,2.149,0.898,SlightRightTurn
2.696,0.367,2.143,0.909,SlightRightTurn
2.680,0.394,2.708,0.920,SlightRightTurn
2.665,0.691,2.713,0.931,MoveForward
2.652,0.687,2.715,0.941,MoveForward
2.638,0.683,2.146,0.948,MoveForward
2.626,0.680,2.145,0.958,MoveForward
2.616,0.676,2.140,0.967,MoveForward
2.603,0.672,2.731,0.981,MoveForward
2.591,0.478,2.736,0.918,SlightRightTurn
2.575,0.664,2.091,0.932,MoveForward
2.555,0.659,2.745,0.947,MoveForward
2.541,0.655,2.107,0.959,MoveForward
2.520,0.552,2.755,0.975,MoveForward
1.493,0.647,2.067,0.990,MoveForward
1.476,0.533,2.767,1.007,MoveForward
1.455,0.571,2.083,1.023,MoveForward
1.433,0.634,2.053,1.041,MoveForward
2.427,0.630,2.043,1.058,MoveForward
1.403,0.626,2.036,1.080,MoveForward
1.960,0.621,2.791,1.098,MoveForward
1.364,0.617,2.045,1.115,MoveForward
1.345,0.613,2.800,0.597,MoveForward
1.324,0.609,2.802,0.608,MoveForward
1.306,0.604,2.803,0.619,MoveForward
1.287,0.600,2.814,0.631,MoveForward
1.272,0.595,2.816,0.646,MoveForward
1.253,0.590,2.124,0.664,MoveForward
1.235,0.586,2.822,0.682,MoveForward
1.216,0.581,2.835,0.693,MoveForward
1.197,0.576,2.836,0.708,MoveForward
1.182,0.572,2.837,0.722,MoveForward
1.161,0.564,2.835,0.736,MoveForward
1.144,0.561,2.823,0.751,MoveForward
1.126,0.558,2.189,0.765,MoveForward
1.108,0.553,2.157,0.779,MoveForward
1.090,0.549,2.140,0.794,MoveForward
1.075,0.545,2.778,0.808,MoveForward
1.054,0.540,2.767,0.823,MoveForward
1.040,0.536,2.752,0.837,MoveForward
0.592,0.531,2.744,0.851,SharpRightTurn
0.587,0.527,1.893,0.865,SharpRightTurn
0.579,0.522,1.888,0.880,SharpRightTurn
0.577,0.517,1.887,0.894,SharpRightTurn
0.573,0.512,1.886,0.908,SharpRightTurn
0.569,0.508,1.888,0.922,SharpRightTurn
1.898,0.503,1.930,0.929,MoveForward
1.897,0.501,1.893,0.928,MoveForward
1.900,0.501,1.890,0.925,MoveForward
1.900,0.501,1.891,0.925,MoveForward
1.898,0.501,1.893,0.926,MoveForward
1.895,0.500,1.892,0.930,MoveForward
1.889,0.499,1.927,0.935,MoveForward
1.879,0.498,1.926,0.942,MoveForward
1.868,0.495,1.928,0.950,MoveForward
1.855,0.493,2.659,0.961,SlightRightTurn
1.840,0.490,1.891,0.972,SlightRightTurn
1.825,0.487,1.880,0.984,SlightRightTurn
1.809,0.484,1.879,0.997,SlightRightTurn
1.793,0.481,1.875,1.009,SlightRightTurn
0.818,0.478,1.874,1.021,SharpRightTurn
0.803,0.475,1.877,1.032,SharpRightTurn
0.788,0.472,1.876,1.042,SharpRightTurn
0.778,0.470,1.792,1.052,SharpRightTurn
0.768,0.468,1.784,1.088,SharpRightTurn
0.755,0.465,1.767,1.745,SharpRightTurn
0.747,0.463,1.758,1.097,SharpRightTurn
0.746,0.459,1.754,1.083,SharpRightTurn
0.747,0.461,1.757,1.088,SharpRightTurn
0.749,0.461,1.759,1.080,SharpRightTurn
0.749,0.461,1.761,1.076,SharpRightTurn
0.749,0.460,1.762,1.072,SharpRightTurn
0.752,0.460,1.762,1.072,SharpRightTurn
0.765,0.460,1.766,1.071,SharpRightTurn
0.756,0.459,1.764,1.070,SharpRightTurn
1.494,0.459,1.766,1.069,SlightRightTurn
1.491,0.458,1.771,1.068,SlightRightTurn
1.488,0.457,1.773,1.067,SlightRightTurn
1.491,0.456,1.778,1.065,SlightRightTurn
1.493,0.456,1.781,1.066,SlightRightTurn
1.489,0.456,1.780,1.067,SlightRightTurn
1.492,0.456,1.779,1.064,SlightRightTurn
1.710,0.456,1.776,1.064,SlightRightTurn
1.495,0.456,1.780,1.067,SlightRightTurn
1.492,0.456,1.776,1.067,SlightRightTurn
1.492,0.456,1.780,1.067,SlightRightTurn
1.492,0.456,1.779,1.064,SlightRightTurn
1.492,0.456,1.779,1.067,SlightRightTurn
1.495,0.456,1.779,1.067,SlightRightTurn
1.709,0.456,1.779,1.064,SlightRightTurn
1.709,0.456,1.779,1.065,SlightRightTurn
1.494,0.456,1.782,1.064,SlightRightTurn
1.708,0.456,1.960,1.068,SlightRightTurn
1.707,0.456,1.981,1.065,SlightRightTurn
1.707,0.456,1.782,1.065,SlightRightTurn
1.707,0.456,2.009,1.065,SlightRightTurn
1.707,0.456,2.011,1.066,SlightRightTurn
1.705,0.456,1.980,1.067,SlightRightTurn
1.702,0.455,1.778,1.069,SlightRightTurn
1.697,0.454,1.774,1.073,SlightRightTurn
1.690,0.453,1.766,1.078,SlightRightTurn
1.683,0.452,1.760,1.084,SlightRightTurn
1.674,0.452,1.753,1.091,SlightRightTurn
1.665,0.451,1.745,1.099,SlightRightTurn
1.655,0.451,1.736,1.108,SlightRightTurn
1.645,0.450,1.754,1.116,SlightRightTurn
1.636,0.449,1.952,1.124,SlightRightTurn
1.626,0.449,1.920,1.133,SlightRightTurn
1.616,0.449,1.897,1.142,SlightRightTurn
1.606,0.450,1.884,1.151,SlightRightTurn
1.596,0.450,1.879,1.160,SlightRightTurn
1.586,0.451,1.690,1.170,SlightRightTurn
1.575,0.452,1.677,1.180,SlightRightTurn
1.565,0.452,1.664,1.192,SlightRightTurn
1.556,0.453,1.659,1.201,SlightRightTurn
1.547,0.454,1.654,1.210,SlightRightTurn
1.537,0.454,1.849,1.219,SlightRightTurn
1.329,0.455,1.847,1.230,SlightRightTurn
1.317,0.457,1.844,1.239,SlightRightTurn
1.312,0.458,1.842,1.248,SlightRightTurn
1.304,0.459,1.836,1.258,SlightRightTurn
1.296,0.461,1.834,1.267,SlightRightTurn
1.290,0.462,1.831,1.277,SlightRightTurn
1.282,0.464,1.828,1.287,SlightRightTurn
1.273,0.466,1.825,1.297,SlightRightTurn
1.447,0.468,1.823,1.307,SlightRightTurn
1.435,0.470,1.820,1.318,SlightRightTurn
1.424,0.472,1.813,1.329,SlightRightTurn
1.413,0.474,1.810,1.339,SlightRightTurn
1.406,0.476,1.810,1.348,SlightRightTurn
1.397,0.478,1.805,1.357,SlightRightTurn
1.387,0.479,1.802,1.367,SlightRightTurn
1.375,0.481,1.800,0.846,SlightRightTurn
1.366,0.483,1.797,0.851,SlightRightTurn
1.356,0.485,1.794,0.859,SlightRightTurn
1.346,0.487,1.791,0.578,SlightRightTurn
1.336,0.489,1.789,0.874,SlightRightTurn
1.326,0.491,1.786,0.581,SlightRightTurn
1.316,0.494,1.782,0.893,SlightRightTurn
1.306,0.496,1.779,0.902,MoveForward
1.296,0.499,1.776,0.911,MoveForward
1.287,0.501,1.773,0.923,MoveForward
1.278,0.504,1.770,0.932,MoveForward
1.267,0.507,1.766,0.946,MoveForward
1.255,0.511,1.762,0.958,MoveForward
1.241,0.516,1.756,0.583,MoveForward
1.226,0.521,1.751,0.584,MoveForward
1.210,0.527,1.744,0.589,MoveForward
1.194,0.533,1.738,0.594,MoveForward
1.178,0.539,1.731,0.600,MoveForward
1.161,0.546,1.723,0.613,MoveForward
1.143,0.553,1.715,0.613,MoveForward
1.125,0.561,1.707,0.623,MoveForward
1.106,0.568,1.699,1.665,MoveForward
1.087,0.576,1.690,1.683,MoveForward
1.068,0.584,1.681,1.704,MoveForward
1.049,0.595,1.672,1.184,MoveForward
1.033,0.599,1.663,1.201,MoveForward
1.014,0.610,1.654,0.675,MoveForward
0.995,0.618,1.645,1.239,MoveForward
0.976,0.627,1.636,0.685,MoveForward
0.957,0.636,1.626,1.273,MoveForward
0.936,0.646,1.616,0.743,MoveForward
0.917,0.655,1.604,1.314,MoveForward
0.899,0.664,1.593,1.334,SharpRightTurn
0.881,0.673,1.586,1.354,SharpRightTurn
0.863,0.683,1.573,1.374,SharpRightTurn
0.846,0.691,1.560,0.778,SharpRightTurn
0.829,0.700,1.553,0.777,SharpRightTurn
0.812,0.708,1.544,0.760,SharpRightTurn
0.797,0.717,1.532,1.445,SharpRightTurn
0.789,0.722,1.527,0.796,SharpRightTurn
0.785,0.726,1.527,0.796,SharpRightTurn
0.782,0.723,1.526,0.757,SharpRightTurn
0.783,0.722,1.528,0.755,SharpRightTurn
0.783,0.728,1.527,0.754,SharpRightTurn
0.783,0.725,1.527,0.754,SharpRightTurn
0.782,0.725,1.527,0.754,SharpRightTurn
0.781,0.724,1.527,0.750,SharpRightTurn
0.781,0.724,1.527,0.749,SharpRightTurn
0.780,0.723,1.528,0.746,SharpRightTurn
0.778,0.719,1.529,0.744,SharpRightTurn
0.777,0.719,1.531,0.741,SharpRightTurn
0.776,0.718,1.536,0.739,SharpRightTurn
0.776,0.717,1.538,0.736,SharpRightTurn
0.775,0.720,1.541,4.747,SharpRightTurn
0.775,0.719,1.543,0.727,SharpRightTurn
0.774,0.726,1.545,0.723,SharpRightTurn
0.777,0.733,1.550,0.717,SharpRightTurn
0.780,1.142,1.572,0.713,SharpRightTurn
0.791,0.725,1.557,0.707,SharpRightTurn
0.777,1.129,1.559,0.704,SharpRightTurn
0.776,0.728,1.562,0.702,SharpRightTurn
0.776,0.791,1.568,0.700,SharpRightTurn
0.775,0.853,1.581,0.699,SharpRightTurn
0.781,0.752,1.584,0.694,SharpRightTurn
0.781,0.817,2.893,0.692,SharpRightTurn
0.799,0.773,1.617,0.690,SharpRightTurn
1.555,0.767,1.616,0.688,MoveForward
1.556,0.765,1.615,0.687,MoveForward
1.557,0.747,1.599,0.686,MoveForward
1.557,0.752,1.601,0.685,MoveForward
0.791,0.755,1.599,0.686,SharpRightTurn
0.786,0.754,1.598,0.690,SharpRightTurn
0.787,0.752,1.585,0.697,SharpRightTurn
0.780,0.748,1.578,0.705,SharpRightTurn
1.530,0.743,1.577,0.712,MoveForward
1.522,0.739,1.574,0.720,MoveForward
1.515,0.735,1.579,0.727,MoveForward
1.509,0.731,1.581,0.734,MoveForward
1.502,0.731,1.571,0.741,MoveForward
1.493,0.727,1.563,0.749,MoveForward
1.483,0.723,1.556,0.759,MoveForward
1.471,0.719,1.554,0.771,MoveForward
1.457,0.714,1.538,0.785,MoveForward
1.443,0.708,2.873,0.800,MoveForward
1.426,0.711,2.879,0.816,MoveForward
1.413,0.705,2.851,0.833,MoveForward
1.396,0.699,2.185,0.850,MoveForward
1.378,0.689,2.871,0.868,MoveForward
1.360,0.683,2.881,0.886,MoveForward
1.338,0.677,2.888,0.904,MoveForward
1.320,0.668,1.415,0.923,MoveForward
1.301,0.658,2.916,0.941,MoveForward
1.285,0.656,2.924,0.961,MoveForward
1.265,0.650,2.941,0.980,MoveForward
1.245,0.648,1.309,1.000,MoveForward
1.225,0.642,1.286,1.019,MoveForward
1.206,0.633,1.273,1.038,MoveForward
1.186,0.627,1.250,1.058,MoveForward
1.167,0.618,3.051,1.077,MoveForward
1.147,0.611,3.059,1.096,MoveForward
1.128,0.605,3.073,1.116,MoveForward
1.109,0.598,1.172,1.135,MoveForward
1.087,0.592,3.092,1.153,MoveForward
1.068,0.586,1.134,1.171,MoveForward
1.050,0.580,1.112,1.190,MoveForward
1.031,0.574,1.094,1.208,MoveForward
1.013,0.567,1.076,1.226,MoveForward
0.995,0.561,1.057,1.244,MoveForward
0.733,0.555,1.039,1.262,SharpRightTurn
0.704,0.549,1.005,1.281,SharpRightTurn
0.682,0.542,1.001,1.300,SharpRightTurn
0.666,0.541,0.984,1.318,SharpRightTurn
0.656,0.534,0.966,1.336,SharpRightTurn
0.886,0.525,0.953,1.353,SharpRightTurn
0.870,0.519,0.935,1.368,SharpRightTurn
0.860,0.507,3.192,1.378,SharpRightTurn
0.859,0.504,3.193,1.379,SharpRightTurn
0.862,0.502,3.194,1.379,SharpRightTurn
0.864,0.502,2.586,1.377,SharpRightTurn
0.864,0.502,2.586,1.374,SharpRightTurn
0.863,0.502,3.194,1.374,SharpRightTurn
0.865,0.501,2.586,1.377,SharpRightTurn
0.865,0.500,3.188,1.377,SharpRightTurn
0.865,0.499,2.589,1.373,SharpRightTurn
0.866,0.498,3.186,1.372,SharpRightTurn
0.866,0.496,3.198,1.372,SharpRightTurn
0.867,0.495,3.200,1.371,SharpRightTurn
0.867,0.495,3.195,1.371,SharpRightTurn
0.867,0.495,3.189,1.371,SharpRightTurn
0.867,0.495,0.930,1.371,SharpRightTurn
0.867,0.494,0.932,1.370,SharpRightTurn
0.868,0.493,3.186,1.370,SharpRightTurn
0.868,0.492,2.589,1.370,SharpRightTurn
0.869,0.491,0.937,1.370,SharpRightTurn
0.869,0.490,0.936,1.370,SharpRightTurn
0.869,0.489,0.941,1.370,SharpRightTurn
0.866,0.488,2.580,1.373,SharpRightTurn
0.865,0.487,2.581,1.374,SharpRightTurn
0.586,0.485,2.582,1.374,SharpRightTurn
0.588,0.483,2.582,1.374,SharpRightTurn
0.870,0.481,2.584,1.383,SharpRightTurn
0.870,0.478,2.585,1.403,SharpRightTurn
0.870,0.476,2.587,1.377,SharpRightTurn
0.870,0.474,2.589,1.378,SharpRightTurn
0.870,0.472,2.591,1.379,SharpRightTurn
0.870,0.470,1.463,1.380,SharpRightTurn
0.870,0.469,2.597,1.389,SharpRightTurn
0.869,0.466,2.599,1.394,SharpRightTurn
0.865,0.463,1.440,0.800,SharpRightTurn
0.864,0.461,1.435,0.796,SharpRightTurn
0.866,0.459,1.430,0.795,SharpRightTurn
0.865,0.456,2.137,0.526,SharpRightTurn
0.864,0.454,1.432,0.514,SharpRightTurn
0.863,0.452,2.611,0.509,SharpRightTurn
0.863,0.451,1.470,0.500,SharpRightTurn
0.865,0.449,2.616,0.508,SharpRightTurn
0.862,0.448,1.454,0.531,SharpRightTurn
0.863,0.450,1.449,0.485,SharpRightTurn
0.853,0.451,1.440,0.481,SharpRightTurn
0.856,0.446,1.414,0.477,SharpRightTurn
0.854,0.445,1.414,0.470,SharpRightTurn
0.853,0.445,1.412,0.462,SharpRightTurn
0.852,0.444,1.434,0.483,SharpRightTurn
0.851,0.448,1.430,0.472,SharpRightTurn
0.851,0.474,1.417,0.449,SharpRightTurn
0.853,0.504,1.414,0.445,SharpRightTurn
0.855,0.538,1.409,0.439,SharpRightTurn
0.857,0.455,1.404,0.438,SharpRightTurn
0.951,0.452,1.404,0.436,SlightRightTurn
0.856,0.452,1.404,0.436,SharpRightTurn
0.901,0.452,1.404,0.435,SlightRightTurn
0.897,0.452,1.404,0.435,SharpRightTurn
0.866,0.456,1.404,0.435,SharpRightTurn
0.869,0.455,1.404,0.434,SharpRightTurn
0.876,0.455,1.404,0.433,SharpRightTurn
0.897,0.455,1.404,0.432,SharpRightTurn
0.896,0.475,1.404,0.431,SharpRightTurn
0.852,0.529,1.409,0.429,SharpRightTurn
0.852,0.529,1.408,0.429,SharpRightTurn
0.852,0.531,1.412,0.428,SharpRightTurn
0.852,0.530,1.418,0.427,SharpRightTurn
0.852,0.873,1.415,0.429,SharpRightTurn
0.855,0.479,1.412,0.426,SharpRightTurn
0.855,1.032,1.413,0.420,SharpRightTurn
0.858,0.468,1.405,0.419,SharpRightTurn
0.868,0.463,1.406,0.417,SharpRightTurn
0.879,0.467,1.404,0.415,SharpRightTurn
3.283,0.469,1.405,0.413,SlightRightTurn
3.281,0.478,1.408,0.412,SlightRightTurn
3.285,0.838,1.409,0.410,MoveForward
3.287,0.833,1.409,0.409,MoveForward
3.287,0.832,1.411,0.409,MoveForward
3.286,0.835,1.410,0.410,MoveForward
3.284,0.834,1.411,0.411,MoveForward
3.280,0.830,1.412,0.415,MoveForward
3.270,0.828,1.415,0.423,MoveForward
3.260,0.511,1.419,0.432,MoveForward
3.251,0.821,1.424,0.444,MoveForward
3.241,0.813,1.429,0.457,MoveForward
3.226,0.810,1.435,0.471,MoveForward
3.207,0.801,1.442,0.486,MoveForward
3.191,0.797,1.448,0.503,MoveForward
3.171,0.788,1.456,0.520,MoveForward
3.156,0.780,1.463,0.538,MoveForward
3.140,0.773,1.470,0.556,MoveForward
3.117,0.768,1.478,0.575,MoveForward
1.001,0.761,1.486,0.595,MoveForward
3.078,0.754,1.493,0.615,MoveForward
3.061,0.746,1.501,0.634,MoveForward
3.037,0.738,1.509,0.654,MoveForward
3.017,0.731,1.517,0.675,MoveForward
2.997,0.720,1.525,0.695,MoveForward
0.908,0.716,1.533,0.715,MoveForward
2.956,0.709,1.541,0.735,MoveForward
0.873,0.701,1.549,0.755,SharpRightTurn
2.916,0.694,1.557,0.775,MoveForward
2.897,0.701,1.565,0.794,MoveForward
2.878,0.691,1.572,0.813,MoveForward
2.860,0.687,1.579,0.831,MoveForward
2.842,0.675,1.586,0.848,MoveForward
2.826,0.667,1.592,0.864,MoveForward
2.810,0.662,1.598,0.880,MoveForward
2.794,0.658,1.605,0.896,MoveForward
2.777,0.655,1.611,0.912,MoveForward
2.761,0.653,1.617,0.928,MoveForward
2.744,0.647,1.624,0.945,MoveForward
2.727,0.653,1.630,0.962,MoveForward
2.709,0.634,1.637,0.979,MoveForward
2.692,0.628,1.644,0.997,MoveForward
2.674,0.621,1.652,1.014,MoveForward
2.657,0.615,1.659,1.033,MoveForward
2.639,0.627,1.666,1.050,MoveForward
2.621,0.603,1.673,1.068,MoveForward
2.604,0.600,1.679,1.085,MoveForward
2.586,0.590,1.686,1.103,MoveForward
2.567,0.583,1.694,1.121,MoveForward
2.549,0.577,1.701,1.139,MoveForward
2.531,0.574,1.708,1.157,MoveForward
2.512,0.564,1.715,1.176,MoveForward
2.493,0.558,1.722,1.195,MoveForward
2.474,0.551,1.729,1.213,MoveForward
2.455,0.545,1.737,1.233,MoveForward
2.437,0.542,1.744,1.251,MoveForward
2.418,0.532,1.751,1.270,MoveForward
2.399,0.534,1.758,1.288,MoveForward
2.381,0.525,1.766,1.307,MoveForward
2.362,0.513,1.773,1.325,MoveForward
2.343,0.507,1.780,1.344,MoveForward
2.324,0.501,1.787,1.362,MoveForward
2.306,0.496,1.794,1.381,MoveForward
1.946,0.491,1.802,1.400,SlightRightTurn
1.931,0.484,1.809,1.418,SlightRightTurn
2.249,0.484,1.816,1.436,SlightRightTurn
2.231,0.481,1.823,1.455,SlightRightTurn
2.213,0.480,1.830,1.473,SlightRightTurn
2.195,0.486,1.836,1.489,SlightRightTurn
2.180,0.485,1.842,1.505,SlightRightTurn
2.164,0.524,1.848,1.520,MoveForward
1.907,0.556,1.853,1.535,MoveForward
1.893,0.492,1.858,1.549,SlightRightTurn
2.120,0.512,1.863,1.562,MoveForward
2.110,0.491,1.867,1.574,SlightRightTurn
1.892,0.482,1.872,1.586,SlightRightTurn
2.084,0.483,1.876,1.598,SlightRightTurn
1.836,0.490,1.880,1.609,SlightRightTurn
1.823,0.588,1.885,1.620,MoveForward
1.814,0.488,1.889,1.632,SlightRightTurn
2.041,0.602,1.893,1.643,MoveForward
2.027,0.628,1.898,1.654,MoveForward
