@relation WallFollowingRobotNavigation_2

@attribute SD_front numeric
@attribute SD_left numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
2.258,0.439,SlightRightTurn
2.248,0.445,SlightRightTurn
2.233,0.450,SlightRightTurn
2.222,0.449,SlightRightTurn
2.214,0.459,SlightRightTurn
2.205,0.466,SlightRightTurn
2.195,0.445,SlightRightTurn
2.184,0.441,SlightRightTurn
2.179,0.437,SlightRightTurn
2.181,0.436,SlightRightTurn
2.181,0.436,SlightRightTurn
2.179,0.436,SlightRightTurn
2.179,0.436,SlightRightTurn
2.181,0.436,SlightRightTurn
2.177,0.436,SlightRightTurn
2.174,0.436,SlightRightTurn
2.169,0.436,SlightRightTurn
2.163,0.436,SlightRightTurn
2.155,0.507,MoveForward
2.147,0.444,SlightRightTurn
2.138,0.442,SlightRightTurn
2.129,0.487,SlightRightTurn
2.119,0.486,SlightRightTurn
2.107,0.495,MoveForward
2.096,3.091,SlightLeftTurn
2.085,3.097,SlightLeftTurn
2.074,0.457,SlightRightTurn
2.062,0.458,SlightRightTurn
2.049,0.462,SlightRightTurn
2.035,0.473,SlightRightTurn
2.021,0.492,SlightRightTurn
2.008,0.481,SlightRightTurn
1.995,1.464,SlightLeftTurn
1.981,1.455,SlightLeftTurn
1.968,1.452,SlightLeftTurn
1.956,1.447,SlightLeftTurn
1.943,1.446,SlightLeftTurn
1.931,1.444,SlightLeftTurn
1.918,1.442,SlightLeftTurn
1.905,1.441,SlightLeftTurn
1.891,1.437,SlightLeftTurn
1.877,1.435,SlightLeftTurn
1.862,1.434,SlightLeftTurn
1.848,1.433,SlightLeftTurn
1.833,1.431,SlightLeftTurn
1.818,1.430,SlightLeftTurn
1.804,1.431,SlightLeftTurn
1.790,1.430,SlightLeftTurn
1.776,1.431,SlightLeftTurn
1.762,1.440,SlightLeftTurn
1.686,1.432,SlightLeftTurn
1.677,1.424,SlightLeftTurn
1.658,1.422,SlightLeftTurn
1.646,1.421,SlightLeftTurn
1.637,0.664,MoveForward
1.524,0.665,MoveForward
1.425,0.675,MoveForward
1.418,0.686,MoveForward
1.416,0.693,MoveForward
1.403,0.696,MoveForward
1.393,0.795,MoveForward
1.413,0.805,MoveForward
1.414,0.819,MoveForward
1.410,0.830,MoveForward
1.359,0.915,SlightLeftTurn
1.345,0.982,SlightLeftTurn
1.332,2.168,SlightLeftTurn
1.318,0.880,MoveForward
1.304,2.192,SlightLeftTurn
1.290,2.204,SlightLeftTurn
1.277,2.217,SlightLeftTurn
1.263,2.229,SlightLeftTurn
1.249,1.292,SlightLeftTurn
1.236,1.297,SlightLeftTurn
1.223,1.305,SlightLeftTurn
1.210,1.312,SlightLeftTurn
1.201,1.319,SlightLeftTurn
1.190,2.290,SlightLeftTurn
1.181,2.298,SlightLeftTurn
1.170,2.304,SlightLeftTurn
1.157,1.762,SlightLeftTurn
1.144,1.772,SlightLeftTurn
1.132,2.326,SlightLeftTurn
1.120,2.333,SlightLeftTurn
1.108,2.340,SlightLeftTurn
1.096,2.347,SlightLeftTurn
1.083,0.844,MoveForward
1.071,0.848,MoveForward
1.059,0.814,MoveForward
1.046,0.820,MoveForward
1.032,0.820,MoveForward
1.017,0.859,MoveForward
0.999,0.825,MoveForward
0.982,0.828,MoveForward
0.965,0.831,MoveForward
0.947,0.829,MoveForward
0.929,0.828,MoveForward
0.910,0.830,MoveForward
0.891,0.833,SharpRightTurn
0.872,0.835,SharpRightTurn
0.853,0.835,SharpRightTurn
0.834,0.837,SharpRightTurn
0.814,0.840,SharpRightTurn
0.796,0.843,SharpRightTurn
0.780,0.845,SharpRightTurn
0.775,0.844,SharpRightTurn
0.778,0.843,SharpRightTurn
0.780,0.842,SharpRightTurn
0.782,0.841,SharpRightTurn
0.783,0.841,SharpRightTurn
0.782,0.844,SharpRightTurn
0.782,0.844,SharpRightTurn
0.782,0.842,SharpRightTurn
0.783,0.845,SharpRightTurn
0.786,0.841,SharpRightTurn
0.783,0.840,SharpRightTurn
0.784,0.838,SharpRightTurn
0.787,0.834,SharpRightTurn
0.786,0.833,SharpRightTurn
0.786,0.831,SharpRightTurn
0.782,0.829,SharpRightTurn
0.781,0.828,SharpRightTurn
0.780,0.826,SharpRightTurn
0.780,0.825,SharpRightTurn
0.779,0.823,SharpRightTurn
0.779,0.822,SharpRightTurn
0.781,0.830,SharpRightTurn
0.781,0.905,SharpRightTurn
0.780,0.834,SharpRightTurn
0.778,0.825,SharpRightTurn
0.772,0.831,SharpRightTurn
0.770,0.821,SharpRightTurn
0.769,0.820,SharpRightTurn
0.768,0.854,SharpRightTurn
0.767,0.890,SharpRightTurn
0.766,0.884,SharpRightTurn
0.766,0.826,SharpRightTurn
0.769,0.822,SharpRightTurn
0.768,0.798,SharpRightTurn
0.780,0.794,SharpRightTurn
0.796,0.791,SharpRightTurn
0.767,0.787,SharpRightTurn
0.766,0.784,SharpRightTurn
0.766,0.780,SharpRightTurn
0.768,0.773,SharpRightTurn
0.771,0.770,SharpRightTurn
0.784,0.767,SharpRightTurn
0.843,0.763,SharpRightTurn
0.885,0.755,SharpRightTurn
0.887,0.752,SharpRightTurn
0.885,0.749,SharpRightTurn
1.333,0.748,MoveForward
1.338,0.742,MoveForward
1.339,0.735,MoveForward
1.335,0.733,MoveForward
1.333,0.732,MoveForward
1.331,0.732,MoveForward
1.329,0.732,MoveForward
1.323,0.732,MoveForward
1.315,0.731,MoveForward
1.304,0.731,MoveForward
1.295,0.724,MoveForward
1.280,0.719,MoveForward
1.264,0.715,MoveForward
1.247,0.710,MoveForward
1.230,0.709,MoveForward
1.211,0.700,MoveForward
1.048,0.694,MoveForward
1.025,0.689,MoveForward
1.005,0.684,MoveForward
0.988,0.678,MoveForward
0.971,0.673,MoveForward
0.955,0.667,MoveForward
0.938,0.662,MoveForward
0.922,0.656,MoveForward
0.905,0.650,MoveForward
0.886,0.638,SharpRightTurn
0.954,0.627,MoveForward
0.935,0.618,MoveForward
0.915,0.612,MoveForward
0.897,0.606,SharpRightTurn
0.880,0.601,SharpRightTurn
0.864,0.597,SharpRightTurn
0.849,0.593,SharpRightTurn
0.835,0.589,SharpRightTurn
0.824,0.585,SharpRightTurn
0.822,0.583,SharpRightTurn
0.825,0.578,SharpRightTurn
0.826,0.578,SharpRightTurn
0.826,0.582,SharpRightTurn
0.826,0.578,SharpRightTurn
0.826,0.578,SharpRightTurn
0.826,0.577,SharpRightTurn
0.826,0.576,SharpRightTurn
0.827,0.572,SharpRightTurn
0.827,0.572,SharpRightTurn
0.827,0.572,SharpRightTurn
0.827,0.571,SharpRightTurn
0.827,0.570,SharpRightTurn
0.828,0.569,SharpRightTurn
0.828,0.568,SharpRightTurn
0.828,0.566,SharpRightTurn
0.828,0.564,SharpRightTurn
0.828,0.564,SharpRightTurn
0.826,0.562,SharpRightTurn
0.826,0.561,SharpRightTurn
0.825,0.566,SharpRightTurn
0.825,0.565,SharpRightTurn
0.825,0.565,SharpRightTurn
0.825,0.565,SharpRightTurn
0.825,0.560,SharpRightTurn
0.826,0.559,SharpRightTurn
0.825,0.554,SharpRightTurn
0.826,0.553,SharpRightTurn
0.826,0.552,SharpRightTurn
0.826,0.550,SharpRightTurn
0.827,0.549,SharpRightTurn
0.827,0.547,SharpRightTurn
0.828,0.546,SharpRightTurn
0.827,0.545,SharpRightTurn
0.826,0.547,SharpRightTurn
0.825,0.550,SharpRightTurn
0.823,0.547,SharpRightTurn
0.822,0.545,SharpRightTurn
0.821,0.538,SharpRightTurn
0.820,0.532,SharpRightTurn
0.820,0.530,SharpRightTurn
0.820,0.529,SharpRightTurn
0.820,0.528,SharpRightTurn
0.823,0.527,SharpRightTurn
0.821,0.527,SharpRightTurn
0.824,0.526,SharpRightTurn
0.824,0.526,SharpRightTurn
0.823,0.525,SharpRightTurn
0.822,0.524,SharpRightTurn
0.818,0.527,SharpRightTurn
0.817,0.527,SharpRightTurn
0.816,0.542,SharpRightTurn
0.816,0.707,SharpRightTurn
0.814,0.524,SharpRightTurn
0.813,0.520,SharpRightTurn
0.813,0.523,SharpRightTurn
0.812,0.527,SharpRightTurn
0.812,0.572,SharpRightTurn
0.811,0.867,SharpRightTurn
0.813,0.842,SharpRightTurn
0.879,0.838,SharpRightTurn
0.816,0.548,SharpRightTurn
0.812,0.667,SharpRightTurn
0.811,0.665,SharpRightTurn
0.814,0.666,SharpRightTurn
0.817,0.546,SharpRightTurn
1.554,0.538,MoveForward
0.837,0.805,SharpRightTurn
0.903,0.549,MoveForward
1.580,0.799,MoveForward
1.719,0.795,MoveForward
1.721,0.793,MoveForward
1.717,0.793,MoveForward
1.717,0.796,MoveForward
1.716,0.793,MoveForward
1.715,0.796,MoveForward
1.569,0.791,MoveForward
1.566,0.792,MoveForward
1.696,0.788,MoveForward
1.685,0.780,MoveForward
1.669,0.775,MoveForward
0.902,0.616,MoveForward
1.637,0.632,MoveForward
1.620,0.753,MoveForward
1.596,0.745,MoveForward
1.569,0.737,MoveForward
1.553,0.729,MoveForward
1.552,0.721,MoveForward
1.533,0.712,MoveForward
0.835,0.704,SharpRightTurn
0.806,0.697,SharpRightTurn
0.791,0.688,SharpRightTurn
0.780,0.680,SharpRightTurn
0.858,0.672,SharpRightTurn
1.416,0.664,MoveForward
1.407,0.657,MoveForward
1.403,0.652,MoveForward
1.401,0.650,MoveForward
0.854,0.651,SharpRightTurn
0.857,0.651,SharpRightTurn
1.404,0.652,MoveForward
0.854,0.650,SharpRightTurn
0.851,0.650,SharpRightTurn
0.855,0.649,SharpRightTurn
0.851,0.649,SharpRightTurn
0.847,0.649,SharpRightTurn
0.847,0.651,SharpRightTurn
0.853,0.651,SharpRightTurn
1.395,0.649,MoveForward
1.394,0.656,MoveForward
1.394,0.645,MoveForward
1.392,0.643,MoveForward
1.391,0.643,MoveForward
1.389,0.643,MoveForward
1.387,0.642,MoveForward
1.382,0.641,MoveForward
0.858,0.635,SharpRightTurn
1.364,0.631,MoveForward
1.348,0.627,MoveForward
1.334,0.622,MoveForward
1.316,0.617,MoveForward
0.907,0.612,MoveForward
1.291,0.607,MoveForward
1.275,0.603,MoveForward
1.262,0.599,MoveForward
1.242,0.594,MoveForward
1.226,0.590,MoveForward
1.209,0.585,MoveForward
1.191,0.580,MoveForward
1.171,0.576,MoveForward
1.153,0.572,MoveForward
1.136,0.567,MoveForward
1.118,0.562,MoveForward
1.100,0.557,MoveForward
1.084,0.552,MoveForward
1.066,0.547,MoveForward
1.047,0.542,MoveForward
0.842,0.537,SharpRightTurn
0.815,0.531,SharpRightTurn
0.992,0.526,MoveForward
0.977,0.521,MoveForward
0.958,0.516,MoveForward
0.746,0.512,SharpRightTurn
0.729,0.508,SharpRightTurn
0.910,0.504,MoveForward
0.895,0.500,SharpRightTurn
0.888,0.497,SharpRightTurn
0.868,0.493,SharpRightTurn
0.858,0.489,SharpRightTurn
0.852,0.487,SharpRightTurn
0.853,0.487,SharpRightTurn
0.854,0.487,SharpRightTurn
0.854,0.487,SharpRightTurn
0.854,0.486,SharpRightTurn
0.853,0.486,SharpRightTurn
0.853,0.485,SharpRightTurn
0.852,0.484,SharpRightTurn
0.852,0.483,SharpRightTurn
0.851,0.482,SharpRightTurn
0.847,0.481,SharpRightTurn
0.846,0.480,SharpRightTurn
0.846,0.479,SharpRightTurn
0.849,0.476,SharpRightTurn
0.848,0.474,SharpRightTurn
0.848,0.473,SharpRightTurn
0.848,0.473,SharpRightTurn
0.851,0.472,SharpRightTurn
0.851,0.471,SharpRightTurn
0.851,0.471,SharpRightTurn
1.482,0.469,SlightRightTurn
1.482,0.468,SlightRightTurn
1.132,0.466,SlightRightTurn
1.540,0.465,SlightRightTurn
1.132,0.464,SlightRightTurn
1.117,0.463,SlightRightTurn
1.120,0.464,SlightRightTurn
1.132,0.464,SlightRightTurn
1.125,0.464,SlightRightTurn
1.120,0.465,SlightRightTurn
1.114,0.465,SlightRightTurn
1.109,0.466,SlightRightTurn
1.103,0.466,SlightRightTurn
1.104,0.468,SlightRightTurn
1.504,0.469,SlightRightTurn
1.496,0.470,SlightRightTurn
1.485,0.472,SlightRightTurn
1.476,0.473,SlightRightTurn
1.468,0.475,SlightRightTurn
1.460,0.476,SlightRightTurn
1.451,0.478,SlightRightTurn
1.443,0.479,SlightRightTurn
1.435,0.481,SlightRightTurn
1.427,0.483,SlightRightTurn
1.419,0.485,SlightRightTurn
1.412,0.487,SlightRightTurn
1.404,0.489,SlightRightTurn
1.399,0.492,SlightRightTurn
1.391,0.495,MoveForward
1.321,0.497,MoveForward
1.306,0.499,MoveForward
1.298,0.502,MoveForward
1.289,0.505,MoveForward
1.279,0.509,MoveForward
1.271,0.513,MoveForward
1.329,0.517,MoveForward
1.318,0.522,MoveForward
1.307,0.526,MoveForward
1.294,0.531,MoveForward
1.282,0.538,MoveForward
1.268,0.545,MoveForward
1.250,0.552,MoveForward
1.232,0.560,MoveForward
1.214,0.567,MoveForward
1.198,0.574,MoveForward
1.178,0.581,MoveForward
1.127,0.587,MoveForward
1.105,0.594,MoveForward
1.082,0.600,MoveForward
1.062,0.607,MoveForward
1.043,0.615,MoveForward
1.024,0.623,MoveForward
1.004,0.631,MoveForward
0.985,0.639,MoveForward
0.966,0.647,MoveForward
0.947,0.655,MoveForward
0.929,0.662,MoveForward
0.914,0.669,MoveForward
0.897,0.676,SharpRightTurn
0.885,0.684,SharpRightTurn
1.124,0.681,MoveForward
1.116,0.683,MoveForward
1.497,0.686,MoveForward
1.479,0.689,MoveForward
1.462,0.694,MoveForward
1.446,0.700,MoveForward
1.431,0.705,MoveForward
1.058,0.711,MoveForward
1.047,0.716,MoveForward
1.039,0.721,MoveForward
1.031,0.727,MoveForward
1.023,0.733,MoveForward
0.684,0.740,SharpRightTurn
0.663,0.750,SharpRightTurn
0.648,0.757,SharpRightTurn
0.632,0.765,SharpRightTurn
0.617,0.772,SharpRightTurn
0.604,0.776,SharpRightTurn
0.592,0.779,SharpRightTurn
0.591,0.775,SharpRightTurn
1.040,0.774,MoveForward
1.041,0.772,MoveForward
1.042,0.772,MoveForward
1.041,0.772,MoveForward
1.039,0.773,MoveForward
1.037,0.774,MoveForward
1.036,0.774,MoveForward
1.034,0.775,MoveForward
1.033,0.776,MoveForward
1.032,0.776,MoveForward
1.030,0.777,MoveForward
1.029,0.777,MoveForward
1.027,0.778,MoveForward
1.026,0.778,MoveForward
1.025,0.778,MoveForward
1.020,0.779,MoveForward
1.020,0.780,MoveForward
1.015,0.779,MoveForward
1.007,0.778,MoveForward
0.997,0.780,MoveForward
0.983,0.779,MoveForward
0.974,0.782,MoveForward
0.960,0.808,MoveForward
0.945,0.782,MoveForward
0.930,0.785,MoveForward
0.914,0.782,MoveForward
0.895,0.782,SharpRightTurn
0.875,0.779,SharpRightTurn
0.859,0.780,SharpRightTurn
0.842,0.782,SharpRightTurn
0.823,0.784,SharpRightTurn
0.808,0.786,SharpRightTurn
0.795,0.787,SharpRightTurn
0.789,0.787,SharpRightTurn
0.790,0.789,SharpRightTurn
0.791,0.791,SharpRightTurn
0.792,0.794,SharpRightTurn
0.792,0.892,SharpRightTurn
0.792,0.888,SharpRightTurn
0.792,0.891,SharpRightTurn
0.792,0.887,SharpRightTurn
0.792,0.887,SharpRightTurn
0.792,0.887,SharpRightTurn
0.792,0.886,SharpRightTurn
0.791,0.885,SharpRightTurn
0.790,0.791,SharpRightTurn
0.790,0.789,SharpRightTurn
0.789,0.784,SharpRightTurn
0.788,0.779,SharpRightTurn
0.787,0.773,SharpRightTurn
0.786,0.771,SharpRightTurn
0.785,0.770,SharpRightTurn
0.787,0.768,SharpRightTurn
0.790,0.398,SharpRightTurn
0.800,0.389,SharpRightTurn
0.785,0.387,SharpRightTurn
0.785,0.384,SharpRightTurn
0.784,0.383,SharpRightTurn
0.787,0.777,SharpRightTurn
0.786,0.765,SharpRightTurn
0.793,0.863,SharpRightTurn
0.810,0.780,SharpRightTurn
0.820,0.371,SharpRightTurn
1.799,0.368,SlightRightTurn
0.949,0.366,SlightRightTurn
0.944,0.364,SlightRightTurn
0.940,0.761,MoveForward
0.939,0.760,MoveForward
0.942,0.767,MoveForward
0.939,0.760,MoveForward
0.942,0.760,MoveForward
0.937,0.760,MoveForward
0.933,0.770,MoveForward
0.926,0.865,MoveForward
0.914,0.750,MoveForward
0.911,0.746,MoveForward
1.742,0.742,MoveForward
1.726,0.384,SlightRightTurn
1.708,0.386,SlightRightTurn
1.693,0.389,SlightRightTurn
2.678,0.396,SlightRightTurn
2.089,0.438,SlightRightTurn
2.642,0.444,SlightRightTurn
2.625,0.698,MoveForward
2.609,0.693,MoveForward
2.593,0.688,MoveForward
2.579,0.683,MoveForward
2.564,0.678,MoveForward
2.551,0.471,SlightRightTurn
2.537,0.480,SlightRightTurn
2.524,0.662,MoveForward
2.510,0.658,MoveForward
0.723,0.577,SharpRightTurn
2.481,0.649,MoveForward
2.467,0.559,MoveForward
2.451,0.640,MoveForward
1.984,0.626,MoveForward
1.413,0.631,MoveForward
1.967,0.607,MoveForward
1.965,0.623,MoveForward
0.690,0.619,SharpRightTurn
2.356,0.615,MoveForward
1.329,0.610,MoveForward
1.309,0.606,MoveForward
1.292,0.601,MoveForward
1.275,0.597,MoveForward
1.266,0.592,MoveForward
1.247,0.588,MoveForward
1.228,0.583,MoveForward
1.231,0.582,MoveForward
2.200,0.575,MoveForward
2.182,0.568,MoveForward
2.163,0.565,MoveForward
1.156,0.562,MoveForward
2.125,0.559,MoveForward
2.105,0.555,MoveForward
2.086,0.551,MoveForward
2.067,0.547,MoveForward
2.047,0.544,MoveForward
2.027,0.540,MoveForward
2.007,0.536,MoveForward
1.988,0.533,MoveForward
1.968,0.529,MoveForward
1.949,0.526,MoveForward
1.930,0.522,MoveForward
1.910,0.519,MoveForward
1.891,0.516,MoveForward
0.914,0.512,MoveForward
0.884,0.509,SharpRightTurn
0.867,0.506,SharpRightTurn
0.848,0.503,SharpRightTurn
0.831,0.499,SharpRightTurn
0.816,0.496,SharpRightTurn
0.802,0.493,SharpRightTurn
0.789,0.490,SharpRightTurn
0.783,0.488,SharpRightTurn
0.784,0.487,SharpRightTurn
0.802,0.487,SharpRightTurn
0.802,0.486,SharpRightTurn
1.528,0.486,SlightRightTurn
1.525,0.485,SlightRightTurn
1.525,0.485,SlightRightTurn
1.528,0.485,SlightRightTurn
1.525,0.485,SlightRightTurn
1.524,0.485,SlightRightTurn
1.527,0.485,SlightRightTurn
1.526,0.485,SlightRightTurn
1.523,0.485,SlightRightTurn
1.522,0.485,SlightRightTurn
1.525,0.485,SlightRightTurn
1.522,0.485,SlightRightTurn
1.522,0.484,SlightRightTurn
1.521,0.485,SlightRightTurn
1.521,0.484,SlightRightTurn
1.524,0.484,SlightRightTurn
1.527,0.484,SlightRightTurn
1.523,0.484,SlightRightTurn
1.523,0.484,SlightRightTurn
1.525,0.484,SlightRightTurn
1.522,0.484,SlightRightTurn
1.525,0.484,SlightRightTurn
1.527,0.483,SlightRightTurn
1.527,0.483,SlightRightTurn
1.523,0.483,SlightRightTurn
1.735,0.483,SlightRightTurn
1.735,0.483,SlightRightTurn
1.525,0.483,SlightRightTurn
1.734,0.483,SlightRightTurn
1.733,0.483,SlightRightTurn
1.525,0.483,SlightRightTurn
1.733,0.483,SlightRightTurn
1.732,0.483,SlightRightTurn
1.732,0.483,SlightRightTurn
1.731,0.483,SlightRightTurn
1.731,0.483,SlightRightTurn
1.731,0.482,SlightRightTurn
1.731,0.482,SlightRightTurn
1.731,0.482,SlightRightTurn
1.731,0.482,SlightRightTurn
1.729,0.483,SlightRightTurn
1.726,0.482,SlightRightTurn
1.722,0.482,SlightRightTurn
1.716,0.481,SlightRightTurn
1.707,0.480,SlightRightTurn
0.583,0.479,SharpRightTurn
0.584,0.478,SharpRightTurn
1.678,0.477,SlightRightTurn
1.668,0.477,SlightRightTurn
1.658,0.476,SlightRightTurn
1.650,0.475,SlightRightTurn
1.644,0.475,SlightRightTurn
1.637,0.475,SlightRightTurn
1.431,0.475,SlightRightTurn
1.425,0.475,SlightRightTurn
1.617,0.475,SlightRightTurn
1.417,0.476,SlightRightTurn
1.403,0.476,SlightRightTurn
1.392,0.478,SlightRightTurn
1.384,0.478,SlightRightTurn
1.376,0.479,SlightRightTurn
1.371,0.481,SlightRightTurn
1.363,0.483,SlightRightTurn
1.355,0.484,SlightRightTurn
1.532,0.486,SlightRightTurn
1.522,0.488,SlightRightTurn
1.511,0.490,SlightRightTurn
1.501,0.492,SlightRightTurn
1.491,0.494,SlightRightTurn
1.481,0.495,MoveForward
1.471,0.498,MoveForward
1.461,0.500,MoveForward
1.450,0.502,MoveForward
1.440,0.505,MoveForward
1.427,0.509,MoveForward
1.414,0.513,MoveForward
1.398,0.517,MoveForward
1.383,0.522,MoveForward
1.367,0.527,MoveForward
1.350,0.532,MoveForward
1.332,0.538,MoveForward
1.314,0.544,MoveForward
1.297,0.550,MoveForward
1.279,0.556,MoveForward
1.262,0.562,MoveForward
1.244,0.568,MoveForward
1.226,0.574,MoveForward
1.207,0.581,MoveForward
1.189,0.588,MoveForward
1.170,0.594,MoveForward
1.151,0.601,MoveForward
1.132,0.608,MoveForward
1.112,0.615,MoveForward
1.093,0.621,MoveForward
1.073,0.628,MoveForward
1.056,0.635,MoveForward
1.037,0.642,MoveForward
1.014,0.646,MoveForward
0.994,0.654,MoveForward
0.974,0.666,MoveForward
0.956,0.670,MoveForward
0.937,0.678,MoveForward
0.919,0.685,MoveForward
0.900,0.692,SharpRightTurn
0.882,0.699,SharpRightTurn
0.864,0.706,SharpRightTurn
0.846,0.714,SharpRightTurn
0.828,0.720,SharpRightTurn
0.811,0.727,SharpRightTurn
0.798,0.731,SharpRightTurn
0.793,0.731,SharpRightTurn
0.794,0.729,SharpRightTurn
0.796,0.727,SharpRightTurn
0.797,0.727,SharpRightTurn
0.797,0.727,SharpRightTurn
0.796,0.727,SharpRightTurn
0.796,0.727,SharpRightTurn
0.795,0.727,SharpRightTurn
0.795,0.726,SharpRightTurn
0.798,0.726,SharpRightTurn
0.797,0.725,SharpRightTurn
0.796,0.725,SharpRightTurn
0.792,0.727,SharpRightTurn
0.791,0.739,SharpRightTurn
0.789,0.728,SharpRightTurn
0.788,0.727,SharpRightTurn
0.787,0.723,SharpRightTurn
0.786,0.722,SharpRightTurn
0.785,0.721,SharpRightTurn
0.784,0.721,SharpRightTurn
0.783,0.724,SharpRightTurn
0.783,0.727,SharpRightTurn
0.783,0.733,SharpRightTurn
0.785,1.152,SharpRightTurn
0.896,0.730,SharpRightTurn
0.835,0.733,SharpRightTurn
0.784,0.736,SharpRightTurn
0.783,0.754,SharpRightTurn
0.786,0.827,SharpRightTurn
0.785,0.757,SharpRightTurn
0.792,0.785,SharpRightTurn
0.809,0.779,SharpRightTurn
0.819,0.772,SharpRightTurn
1.564,0.750,MoveForward
1.565,0.758,MoveForward
1.566,0.761,MoveForward
1.566,0.758,MoveForward
1.564,0.776,MoveForward
1.557,0.758,MoveForward
1.557,0.758,MoveForward
1.556,0.757,MoveForward
1.555,0.757,MoveForward
1.552,0.755,MoveForward
1.545,0.753,MoveForward
1.535,0.746,MoveForward
1.524,0.742,MoveForward
1.511,0.740,MoveForward
1.496,0.735,MoveForward
1.480,0.729,MoveForward
1.463,0.724,MoveForward
1.447,0.717,MoveForward
1.429,0.710,MoveForward
1.411,0.704,MoveForward
1.392,0.700,MoveForward
1.377,0.699,MoveForward
1.355,0.689,MoveForward
1.336,0.684,MoveForward
1.318,0.677,MoveForward
1.298,0.671,MoveForward
1.278,0.665,MoveForward
1.261,0.656,MoveForward
1.241,0.650,MoveForward
1.220,0.643,MoveForward
1.196,0.633,MoveForward
1.178,0.626,MoveForward
1.154,0.619,MoveForward
1.135,0.612,MoveForward
1.115,0.605,MoveForward
1.096,0.599,MoveForward
1.078,0.593,MoveForward
1.060,0.586,MoveForward
1.042,0.580,MoveForward
1.024,0.573,MoveForward
0.775,0.567,SharpRightTurn
0.763,0.561,SharpRightTurn
0.710,0.555,SharpRightTurn
0.698,0.548,SharpRightTurn
0.680,0.545,SharpRightTurn
0.667,0.539,SharpRightTurn
0.901,0.533,MoveForward
0.897,0.526,SharpRightTurn
0.900,0.522,SharpRightTurn
0.905,0.522,MoveForward
0.905,0.522,MoveForward
0.904,0.521,MoveForward
0.578,0.521,SharpRightTurn
0.901,0.521,MoveForward
0.901,0.520,MoveForward
0.576,0.519,SharpRightTurn
0.574,0.516,SharpRightTurn
0.573,0.513,SharpRightTurn
0.571,0.510,SharpRightTurn
0.862,0.507,SharpRightTurn
0.853,0.503,SharpRightTurn
0.842,0.501,SharpRightTurn
0.835,0.499,SharpRightTurn
0.833,0.497,SharpRightTurn
0.834,0.497,SharpRightTurn
0.835,0.496,SharpRightTurn
0.835,0.495,SharpRightTurn
0.836,0.495,SharpRightTurn
0.837,0.494,SharpRightTurn
0.838,0.493,SharpRightTurn
0.840,0.492,SharpRightTurn
0.841,0.490,SharpRightTurn
0.843,0.489,SharpRightTurn
0.840,0.488,SharpRightTurn
0.840,0.486,SharpRightTurn
0.587,0.484,SharpRightTurn
0.845,0.481,SharpRightTurn
0.846,0.479,SharpRightTurn
0.845,0.477,SharpRightTurn
0.845,0.474,SharpRightTurn
0.845,0.473,SharpRightTurn
0.844,0.471,SharpRightTurn
0.844,0.469,SharpRightTurn
0.840,0.468,SharpRightTurn
0.836,0.464,SharpRightTurn
0.838,0.461,SharpRightTurn
0.840,0.459,SharpRightTurn
0.839,0.456,SharpRightTurn
0.839,0.454,SharpRightTurn
0.839,0.451,SharpRightTurn
0.839,0.449,SharpRightTurn
0.842,0.448,SharpRightTurn
0.833,0.446,SharpRightTurn
0.840,0.451,SharpRightTurn
0.827,0.446,SharpRightTurn
0.833,0.445,SharpRightTurn
0.832,0.443,SharpRightTurn
0.831,0.443,SharpRightTurn
0.830,0.442,SharpRightTurn
0.829,0.445,SharpRightTurn
0.828,0.458,SharpRightTurn
0.828,0.483,SharpRightTurn
0.830,0.523,SharpRightTurn
0.867,0.452,SharpRightTurn
0.844,0.453,SharpRightTurn
0.832,0.474,SharpRightTurn
0.829,0.521,SharpRightTurn
0.828,0.850,SharpRightTurn
0.831,0.473,SharpRightTurn
0.834,0.465,SharpRightTurn
0.850,0.463,SharpRightTurn
3.300,0.468,SlightRightTurn
3.301,0.470,SlightRightTurn
3.302,0.479,SlightRightTurn
3.300,0.812,MoveForward
3.300,0.808,MoveForward
3.299,0.808,MoveForward
3.298,0.811,MoveForward
3.294,0.806,MoveForward
3.287,0.803,MoveForward
3.281,0.800,MoveForward
3.272,0.795,MoveForward
3.256,0.790,MoveForward
3.238,0.784,MoveForward
0.979,0.776,MoveForward
3.210,0.572,MoveForward
3.196,0.586,MoveForward
3.174,0.754,MoveForward
3.153,0.749,MoveForward
3.137,0.738,MoveForward
3.118,0.730,MoveForward
3.099,0.722,MoveForward
3.077,0.714,MoveForward
3.061,0.707,MoveForward
3.041,0.702,MoveForward
3.022,0.692,MoveForward
3.002,0.688,MoveForward
2.983,0.680,MoveForward
0.859,0.674,SharpRightTurn
0.840,0.667,SharpRightTurn
0.822,0.663,SharpRightTurn
2.909,0.667,MoveForward
2.892,0.652,MoveForward
2.876,0.643,MoveForward
2.861,0.638,MoveForward
2.846,0.634,MoveForward
2.833,0.627,MoveForward
2.820,0.623,MoveForward
2.808,0.620,MoveForward
2.796,0.618,MoveForward
2.783,0.615,MoveForward
2.769,0.614,MoveForward
2.754,0.609,MoveForward
2.738,0.599,MoveForward
2.722,0.597,MoveForward
2.704,0.588,MoveForward
2.686,0.583,MoveForward
2.668,0.578,MoveForward
2.650,0.573,MoveForward
2.631,0.568,MoveForward
2.612,0.563,MoveForward
